Season,Matchday,Date,Home_Team,Home_Rank,Away_Team,Away_Rank,Score,Attendance
2010,9,06/11/2010 ,Ihud Bnei Sakhnin,16,FC Ashdod,16,0:2,0
2010,9,06/11/2010 ,Maccabi Tel Aviv,3,Hapoel Ashkelon,3,2:0,0
2010,9,07/11/2010 ,Maccabi Netanya,5,Hapoel Acre,5,1:3,0
2010,9,08/11/2010 ,Maccabi Haifa,1,Hapoel Tel Aviv,1,0:2,14500
2010,10,13/11/2010 ,Hapoel Acre,5,Maccabi Tel Aviv,5,3:1,0
2010,10,13/11/2010 ,Ironi Kiryat Shmona,3,Maccabi Netanya,3,3:0,0
2010,10,13/11/2010 ,Hapoel Ashkelon,12,Maccabi Petah Tikva,12,0:1,0
2010,10,13/11/2010 ,Hapoel Haifa,7,Hapoel Beer Sheva,7,1:1,0
2010,10,13/11/2010 ,Bnei Yehuda Tel Aviv,10,FC Ashdod,10,0:0,0
2010,10,13/11/2010 ,Hapoel Ramat Gan,15,Maccabi Haifa,15,1:3,2000
2010,10,14/11/2010 ,Hapoel Tel Aviv,2,Beitar Jerusalem,2,0:0,0
2010,10,15/11/2010 ,Hapoel Petah Tikva,13,Ihud Bnei Sakhnin,13,0:1,0
2010,11,20/11/2010 ,Ihud Bnei Sakhnin,16,Hapoel Tel Aviv,16,1:3,0
2010,11,20/11/2010 ,Maccabi Netanya,7,Bnei Yehuda Tel Aviv,7,0:0,0
2010,11,20/11/2010 ,Maccabi Petah Tikva,6,Hapoel Acre,6,1:1,0
2010,11,20/11/2010 ,Beitar Jerusalem,13,Hapoel Ramat Gan,13,3:2,0
2010,11,20/11/2010 ,FC Ashdod,9,Hapoel Petah Tikva,9,1:2,0
2010,11,20/11/2010 ,Maccabi Tel Aviv,4,Ironi Kiryat Shmona,4,0:1,0
2010,11,21/11/2010 ,Hapoel Beer Sheva,11,Hapoel Ashkelon,11,1:0,0
2010,11,22/11/2010 ,Maccabi Haifa,2,Hapoel Haifa,2,0:0,14000
2010,12,27/11/2010 ,Hapoel Ashkelon,12,Maccabi Haifa,12,0:3,3000
2010,12,27/11/2010 ,Ironi Kiryat Shmona,1,Maccabi Petah Tikva,1,2:2,0
2010,12,27/11/2010 ,Hapoel Acre,4,Hapoel Beer Sheva,4,2:3,0
2010,12,27/11/2010 ,Hapoel Ramat Gan,15,Ihud Bnei Sakhnin,15,1:2,0
2010,12,27/11/2010 ,Bnei Yehuda Tel Aviv,11,Hapoel Petah Tikva,11,2:0,0
2010,12,27/11/2010 ,Hapoel Haifa,8,Beitar Jerusalem,8,0:2,0
2010,12,28/11/2010 ,Hapoel Tel Aviv,2,FC Ashdod,2,0:2,0
2010,12,29/11/2010 ,Maccabi Netanya,7,Maccabi Tel Aviv,7,0:2,0
2010,13,04/12/2010 ,Hapoel Petah Tikva,14,Hapoel Tel Aviv,14,1:5,0
2010,13,04/12/2010 ,Beitar Jerusalem,12,Hapoel Ashkelon,12,4:0,0
2010,13,04/12/2010 ,Ihud Bnei Sakhnin,15,Hapoel Haifa,15,1:3,0
2010,13,04/12/2010 ,FC Ashdod,8,Hapoel Ramat Gan,8,2:2,0
2010,13,04/12/2010 ,Maccabi Tel Aviv,4,Bnei Yehuda Tel Aviv,4,2:0,0
2010,13,05/12/2010 ,Maccabi Petah Tikva,7,Maccabi Netanya,7,2:0,0
2010,13,06/12/2010 ,Maccabi Haifa,2,Hapoel Acre,2,3:1,6000
2010,13,06/12/2010 ,Hapoel Beer Sheva,6,Ironi Kiryat Shmona,6,1:1,0
2010,14,11/12/2010 ,Maccabi Tel Aviv,4,Maccabi Petah Tikva,4,1:1,0
2010,14,11/12/2010 ,Maccabi Netanya,11,Hapoel Beer Sheva,11,1:0,0
2010,14,11/12/2010 ,Hapoel Ashkelon,13,Ihud Bnei Sakhnin,13,1:0,0
2010,14,11/12/2010 ,Hapoel Haifa,8,FC Ashdod,8,2:0,0
2010,14,11/12/2010 ,Hapoel Ramat Gan,16,Hapoel Petah Tikva,16,1:1,0
2010,14,11/12/2010 ,Hapoel Acre,7,Beitar Jerusalem,7,3:0,0
2010,14,13/12/2010 ,Ironi Kiryat Shmona,3,Maccabi Haifa,3,0:1,3000
2010,14,15/12/2010 ,Bnei Yehuda Tel Aviv,10,Hapoel Tel Aviv,10,0:1,0
2010,15,18/12/2010 ,Maccabi Haifa,1,Maccabi Netanya,1,3:0,7000
2010,15,18/12/2010 ,Maccabi Petah Tikva,6,Bnei Yehuda Tel Aviv,6,3:0,0
2010,15,18/12/2010 ,Ihud Bnei Sakhnin,15,Hapoel Acre,15,0:1,0
2010,15,18/12/2010 ,FC Ashdod,10,Hapoel Ashkelon,10,3:2,0
2010,15,18/12/2010 ,Hapoel Tel Aviv,2,Hapoel Ramat Gan,2,4:0,0
2010,15,18/12/2010 ,Beitar Jerusalem,12,Ironi Kiryat Shmona,12,1:0,0
2010,15,19/12/2010 ,Hapoel Petah Tikva,14,Hapoel Haifa,14,2:0,0
2010,15,20/12/2010 ,Hapoel Beer Sheva,8,Maccabi Tel Aviv,8,0:1,0
2010,16,01/01/2011 ,Hapoel Tel Aviv,2,Hapoel Haifa,2,5:0,0
2010,16,01/01/2011 ,Hapoel Beer Sheva,9,Maccabi Petah Tikva,9,2:1,0
2010,16,01/01/2011 ,Hapoel Ramat Gan,16,Bnei Yehuda Tel Aviv,16,1:1,0
2010,16,01/01/2011 ,FC Ashdod,8,Hapoel Acre,8,3:1,0
2010,16,01/01/2011 ,Ihud Bnei Sakhnin,15,Ironi Kiryat Shmona,15,1:0,0
2010,16,01/01/2011 ,Beitar Jerusalem,11,Maccabi Netanya,11,0:0,0
2010,16,02/01/2011 ,Hapoel Petah Tikva,13,Hapoel Ashkelon,13,0:2,0
2010,16,03/01/2011 ,Maccabi Haifa,1,Maccabi Tel Aviv,1,3:0,14000
2010,17,08/01/2011 ,Bnei Yehuda Tel Aviv,12,Hapoel Beer Sheva,12,0:0,0
2010,17,08/01/2011 ,Hapoel Haifa,9,Hapoel Ramat Gan,9,2:0,0
2010,17,08/01/2011 ,Hapoel Acre,6,Hapoel Petah Tikva,6,3:0,0
2010,17,08/01/2011 ,Ironi Kiryat Shmona,4,FC Ashdod,4,3:0,0
2010,17,08/01/2011 ,Maccabi Netanya,10,Ihud Bnei Sakhnin,10,1:0,0
2010,17,08/01/2011 ,Hapoel Ashkelon,13,Hapoel Tel Aviv,13,0:2,0
2010,17,09/01/2011 ,Maccabi Petah Tikva,5,Maccabi Haifa,5,1:3,4000
2010,17,10/01/2011 ,Maccabi Tel Aviv,3,Beitar Jerusalem,3,1:0,0
2010,18,15/01/2011 ,Ihud Bnei Sakhnin,15,Maccabi Tel Aviv,15,1:3,0
2010,18,15/01/2011 ,Bnei Yehuda Tel Aviv,12,Hapoel Haifa,12,3:2,0
2010,18,15/01/2011 ,Hapoel Ramat Gan,16,Hapoel Ashkelon,16,0:4,0
2010,18,15/01/2011 ,Hapoel Petah Tikva,14,Ironi Kiryat Shmona,14,1:3,0
2010,18,15/01/2011 ,Beitar Jerusalem,11,Maccabi Petah Tikva,11,0:2,0
2010,18,15/01/2011 ,Maccabi Haifa,1,Hapoel Beer Sheva,1,2:2,8000
2010,18,16/01/2011 ,FC Ashdod,8,Maccabi Netanya,8,1:0,0
2010,18,17/01/2011 ,Hapoel Tel Aviv,2,Hapoel Acre,2,4:1,0
2010,19,22/01/2011 ,Hapoel Beer Sheva,8,Beitar Jerusalem,8,1:2,0
2010,19,22/01/2011 ,Hapoel Ashkelon,13,Hapoel Haifa,13,0:0,0
2010,19,22/01/2011 ,Hapoel Acre,6,Hapoel Ramat Gan,6,0:0,0
2010,19,22/01/2011 ,Maccabi Netanya,10,Hapoel Petah Tikva,10,3:3,0
2010,19,22/01/2011 ,Maccabi Haifa,2,Bnei Yehuda Tel Aviv,2,1:0,8000
2010,19,22/01/2011 ,Maccabi Tel Aviv,3,FC Ashdod,3,4:1,0
2010,19,23/01/2011 ,Maccabi Petah Tikva,5,Ihud Bnei Sakhnin,5,1:2,0
2010,19,24/01/2011 ,Ironi Kiryat Shmona,4,Hapoel Tel Aviv,4,1:1,0
2010,20,29/01/2011 ,Bnei Yehuda Tel Aviv,12,Hapoel Ashkelon,12,2:0,0
2010,20,29/01/2011 ,Hapoel Petah Tikva,14,Maccabi Tel Aviv,14,0:1,0
2010,20,29/01/2011 ,Hapoel Haifa,8,Hapoel Acre,8,1:1,0
2010,20,29/01/2011 ,Hapoel Ramat Gan,16,Ironi Kiryat Shmona,16,0:3,0
2010,20,29/01/2011 ,FC Ashdod,7,Maccabi Petah Tikva,7,1:3,0
2010,20,29/01/2011 ,Ihud Bnei Sakhnin,15,Hapoel Beer Sheva,15,1:1,0
2010,20,29/01/2011 ,Hapoel Tel Aviv,2,Maccabi Netanya,2,2:1,0
2010,20,30/01/2011 ,Beitar Jerusalem,11,Maccabi Haifa,11,0:0,9000
2010,21,05/02/2011 ,Hapoel Beer Sheva,9,FC Ashdod,9,5:0,0
2010,21,05/02/2011 ,Maccabi Haifa,2,Ihud Bnei Sakhnin,2,1:0,6000
2010,21,05/02/2011 ,Hapoel Acre,6,Hapoel Ashkelon,6,1:0,0
2010,21,05/02/2011 ,Ironi Kiryat Shmona,4,Hapoel Haifa,4,1:3,0
2010,21,05/02/2011 ,Maccabi Netanya,11,Hapoel Ramat Gan,11,2:0,0
2010,21,05/02/2011 ,Maccabi Petah Tikva,5,Hapoel Petah Tikva,5,2:3,0
2010,21,05/02/2011 ,Beitar Jerusalem,12,Bnei Yehuda Tel Aviv,12,1:1,0
2010,21,06/02/2011 ,Maccabi Tel Aviv,3,Hapoel Tel Aviv,3,1:1,0
2010,22,12/02/2011 ,Hapoel Ramat Gan,16,Maccabi Tel Aviv,16,0:3,0
2010,22,12/02/2011 ,Bnei Yehuda Tel Aviv,11,Hapoel Acre,11,1:0,0
2010,22,12/02/2011 ,Hapoel Haifa,7,Maccabi Netanya,7,1:2,0
2010,22,12/02/2011 ,Hapoel Petah Tikva,14,Hapoel Beer Sheva,14,3:1,0
2010,22,12/02/2011 ,FC Ashdod,10,Maccabi Haifa,10,1:2,4000
2010,22,12/02/2011 ,Ihud Bnei Sakhnin,15,Beitar Jerusalem,15,1:0,0
2010,22,13/02/2011 ,Hapoel Ashkelon,13,Ironi Kiryat Shmona,13,0:1,0
2010,22,14/02/2011 ,Hapoel Tel Aviv,2,Maccabi Petah Tikva,2,2:0,0
2010,23,19/02/2011 ,Maccabi Tel Aviv,3,Hapoel Haifa,3,0:1,0
2010,23,19/02/2011 ,Beitar Jerusalem,12,FC Ashdod,12,0:0,0
2010,23,19/02/2011 ,Maccabi Netanya,7,Hapoel Ashkelon,7,3:0,0
2010,23,19/02/2011 ,Maccabi Petah Tikva,6,Hapoel Ramat Gan,6,4:1,0
2010,23,19/02/2011 ,Ihud Bnei Sakhnin,15,Bnei Yehuda Tel Aviv,15,0:1,0
2010,23,19/02/2011 ,Hapoel Beer Sheva,9,Hapoel Tel Aviv,9,0:3,0
2010,23,20/02/2011 ,Ironi Kiryat Shmona,4,Hapoel Acre,4,2:2,0
2010,23,21/02/2011 ,Maccabi Haifa,1,Hapoel Petah Tikva,1,2:0,8000
2010,24,26/02/2011 ,Hapoel Ashkelon,14,Maccabi Tel Aviv,14,2:4,0
2010,24,26/02/2011 ,Bnei Yehuda Tel Aviv,9,Ironi Kiryat Shmona,9,3:1,0
2010,24,26/02/2011 ,Hapoel Acre,6,Maccabi Netanya,6,0:0,0
2010,24,26/02/2011 ,Hapoel Haifa,8,Maccabi Petah Tikva,8,1:1,0
2010,24,26/02/2011 ,Hapoel Ramat Gan,16,Hapoel Beer Sheva,16,0:0,0
2010,24,26/02/2011 ,Hapoel Petah Tikva,13,Beitar Jerusalem,13,1:0,0
2010,24,26/02/2011 ,FC Ashdod,11,Ihud Bnei Sakhnin,11,0:0,0
2010,24,27/02/2011 ,Hapoel Tel Aviv,2,Maccabi Haifa,2,4:1,15000
2010,25,05/03/2011 ,Hapoel Beer Sheva,10,Hapoel Haifa,10,0:2,0
2010,25,05/03/2011 ,Maccabi Netanya,8,Ironi Kiryat Shmona,8,1:1,0
2010,25,05/03/2011 ,Maccabi Petah Tikva,5,Hapoel Ashkelon,5,4:0,0
2010,25,05/03/2011 ,Ihud Bnei Sakhnin,15,Hapoel Petah Tikva,15,1:1,0
2010,25,05/03/2011 ,FC Ashdod,11,Bnei Yehuda Tel Aviv,11,1:2,0
2010,25,05/03/2011 ,Maccabi Tel Aviv,3,Hapoel Acre,3,2:2,0
2010,25,06/03/2011 ,Maccabi Haifa,2,Hapoel Ramat Gan,2,3:2,7000
2010,25,07/03/2011 ,Beitar Jerusalem,12,Hapoel Tel Aviv,12,1:0,0
2010,26,12/03/2011 ,Hapoel Tel Aviv,2,Ihud Bnei Sakhnin,2,1:0,0
2010,26,12/03/2011 ,Hapoel Ramat Gan,16,Beitar Jerusalem,16,0:0,0
2010,26,12/03/2011 ,Hapoel Acre,8,Maccabi Petah Tikva,8,1:1,0
2010,26,12/03/2011 ,Hapoel Ashkelon,15,Hapoel Beer Sheva,15,3:4,0
2010,26,12/03/2011 ,Hapoel Petah Tikva,13,FC Ashdod,13,3:1,0
2010,26,12/03/2011 ,Ironi Kiryat Shmona,4,Maccabi Tel Aviv,4,4:0,0
2010,26,13/03/2011 ,Bnei Yehuda Tel Aviv,6,Maccabi Netanya,6,1:1,0
2010,26,14/03/2011 ,Hapoel Haifa,7,Maccabi Haifa,7,0:2,11000
2010,27,19/03/2011 ,Maccabi Haifa,1,Hapoel Ashkelon,1,3:0,8000
2010,27,19/03/2011 ,Maccabi Petah Tikva,5,Ironi Kiryat Shmona,5,0:0,0
2010,27,19/03/2011 ,Beitar Jerusalem,11,Hapoel Haifa,11,1:0,0
2010,27,19/03/2011 ,Maccabi Tel Aviv,3,Maccabi Netanya,3,0:3,0
2010,27,19/03/2011 ,Hapoel Beer Sheva,10,Hapoel Acre,10,0:2,0
2010,27,20/03/2011 ,Hapoel Petah Tikva,13,Bnei Yehuda Tel Aviv,13,2:1,0
2010,27,20/03/2011 ,FC Ashdod,12,Hapoel Tel Aviv,12,3:3,0
2010,27,21/03/2011 ,Ihud Bnei Sakhnin,14,Hapoel Ramat Gan,14,0:0,0
2010,28,02/04/2011 ,Hapoel Acre,6,Maccabi Haifa,6,0:2,3000
2010,28,02/04/2011 ,Maccabi Netanya,7,Maccabi Petah Tikva,7,2:2,0
2010,28,02/04/2011 ,Ironi Kiryat Shmona,4,Hapoel Beer Sheva,4,1:0,0
2010,28,02/04/2011 ,Hapoel Ashkelon,15,Beitar Jerusalem,15,2:1,0
2010,28,02/04/2011 ,Hapoel Ramat Gan,16,FC Ashdod,16,1:2,0
2010,28,02/04/2011 ,Bnei Yehuda Tel Aviv,8,Maccabi Tel Aviv,8,2:0,0
2010,28,03/04/2011 ,Hapoel Haifa,9,Ihud Bnei Sakhnin,9,4:1,0
2010,28,04/04/2011 ,Hapoel Tel Aviv,2,Hapoel Petah Tikva,2,2:0,0
2010,29,09/04/2011 ,Maccabi Petah Tikva,6,Maccabi Tel Aviv,6,2:2,0
2010,29,09/04/2011 ,Hapoel Beer Sheva,10,Maccabi Netanya,10,1:2,0
2010,29,09/04/2011 ,Beitar Jerusalem,12,Hapoel Acre,12,2:0,0
2010,29,09/04/2011 ,Ihud Bnei Sakhnin,15,Hapoel Ashkelon,15,2:0,0
2010,29,09/04/2011 ,FC Ashdod,11,Hapoel Haifa,11,0:0,0
2010,29,09/04/2011 ,Hapoel Tel Aviv,2,Bnei Yehuda Tel Aviv,2,0:1,0
2010,29,10/04/2011 ,Hapoel Petah Tikva,13,Hapoel Ramat Gan,13,2:0,0
2010,29,11/04/2011 ,Maccabi Haifa,1,Ironi Kiryat Shmona,1,3:2,11000
2010,30,16/04/2011 ,Maccabi Tel Aviv,3,Hapoel Beer Sheva,3,0:2,0
2010,30,16/04/2011 ,Ironi Kiryat Shmona,4,Beitar Jerusalem,4,0:1,0
2010,30,16/04/2011 ,Hapoel Ashkelon,15,FC Ashdod,15,4:1,0
2010,30,16/04/2011 ,Hapoel Haifa,8,Hapoel Petah Tikva,8,3:2,0
2010,30,16/04/2011 ,Hapoel Acre,9,Ihud Bnei Sakhnin,9,0:0,0
2010,30,16/04/2011 ,Hapoel Ramat Gan,16,Hapoel Tel Aviv,16,1:2,0
2010,30,17/04/2011 ,Bnei Yehuda Tel Aviv,5,Maccabi Petah Tikva,5,2:0,0
2010,30,17/04/2011 ,Maccabi Netanya,6,Maccabi Haifa,6,1:1,6000
2010,27,23/04/2011 ,Maccabi Tel Aviv,3,Ironi Kiryat Shmona,3,3:1,7751
2010,27,23/04/2011 ,Maccabi Haifa,1,Maccabi Netanya,1,1:2,11000
2010,27,23/04/2011 ,Beitar Jerusalem,1,Hapoel Ramat Gan,1,5:1,0
2010,27,23/04/2011 ,FC Ashdod,2,Hapoel Ashkelon,2,4:1,0
2010,27,23/04/2011 ,Hapoel Petah Tikva,4,Ihud Bnei Sakhnin,4,1:1,1000
2010,27,25/04/2011 ,Hapoel Tel Aviv,2,Bnei Yehuda Tel Aviv,2,2:1,13250
2010,28,30/04/2011 ,Maccabi Haifa,2,Hapoel Tel Aviv,2,2:0,14000
2010,28,30/04/2011 ,Bnei Yehuda Tel Aviv,5,Maccabi Tel Aviv,5,1:3,4500
2010,28,30/04/2011 ,Maccabi Netanya,4,Ironi Kiryat Shmona,4,3:3,0
2010,28,30/04/2011 ,Beitar Jerusalem,1,Hapoel Petah Tikva,1,3:0,4000
2010,28,30/04/2011 ,Ihud Bnei Sakhnin,4,FC Ashdod,4,1:0,0
2010,28,30/04/2011 ,Hapoel Ramat Gan,6,Hapoel Ashkelon,6,2:0,0
2010,29,07/05/2011 ,Hapoel Tel Aviv,2,Maccabi Netanya,2,2:2,12350
2010,29,07/05/2011 ,Maccabi Tel Aviv,3,Maccabi Haifa,3,0:2,13000
2010,29,07/05/2011 ,Ironi Kiryat Shmona,5,Bnei Yehuda Tel Aviv,5,1:2,2500
2010,29,07/05/2011 ,Hapoel Petah Tikva,3,Hapoel Ramat Gan,3,1:2,1000
2010,29,07/05/2011 ,FC Ashdod,2,Beitar Jerusalem,2,0:0,0
2010,29,07/05/2011 ,Hapoel Ashkelon,5,Ihud Bnei Sakhnin,5,2:1,0
2010,30,14/05/2011 ,Hapoel Tel Aviv,2,Maccabi Tel Aviv,2,2:2,14100
2010,30,14/05/2011 ,Maccabi Netanya,5,Bnei Yehuda Tel Aviv,5,0:4,3750
2010,30,14/05/2011 ,Hapoel Petah Tikva,3,FC Ashdod,3,1:1,2500
2010,30,14/05/2011 ,Beitar Jerusalem,1,Hapoel Ashkelon,1,0:1,0
2010,30,14/05/2011 ,Hapoel Ramat Gan,6,Ihud Bnei Sakhnin,6,1:2,0
2010,30,16/05/2011 ,Maccabi Haifa,1,Ironi Kiryat Shmona,1,2:0,15000
2010,31,21/05/2011 ,Maccabi Tel Aviv,3,Maccabi Netanya,3,4:1,0
2010,31,21/05/2011 ,Ironi Kiryat Shmona,6,Hapoel Tel Aviv,6,2:1,2000
2010,31,21/05/2011 ,Bnei Yehuda Tel Aviv,4,Maccabi Haifa,4,1:1,3000
2010,31,21/05/2011 ,FC Ashdod,2,Hapoel Ramat Gan,2,1:0,0
2010,31,21/05/2011 ,Hapoel Ashkelon,5,Hapoel Petah Tikva,5,0:3,0
2010,31,21/05/2011 ,Ihud Bnei Sakhnin,3,Beitar Jerusalem,3,1:0,0
2011,1,20/08/2011 ,Maccabi Netanya,5,Maccabi Haifa,5,1:4,4000
2011,1,20/08/2011 ,Hapoel Acre,9,Bnei Yehuda Tel Aviv,9,2:0,3000
2011,1,20/08/2011 ,Hapoel Haifa,12,Ironi Kiryat Shmona,12,0:1,4000
2011,1,20/08/2011 ,Hapoel Rishon leZion,15,Ihud Bnei Sakhnin,15,4:2,800
2011,1,21/08/2011 ,Hapoel Petah Tikva,16,Maccabi Tel Aviv,16,1:3,5000
2011,1,22/08/2011 ,Hapoel Tel Aviv,2,Maccabi Petah Tikva,2,4:1,8000
2011,2,27/08/2011 ,Maccabi Haifa,1,Hapoel Petah Tikva,1,2:2,0
2011,2,27/08/2011 ,Beitar Jerusalem,7,Hapoel Acre,7,3:1,2200
2011,2,27/08/2011 ,Ironi Kiryat Shmona,6,Maccabi Netanya,6,1:3,1500
2011,2,27/08/2011 ,Hapoel Ramat haSharon,12,Hapoel Rishon leZion,12,1:2,250
2011,2,27/08/2011 ,Ihud Bnei Sakhnin,15,Hapoel Beer Sheva,15,4:3,0
2011,2,28/08/2011 ,Maccabi Petah Tikva,14,Hapoel Haifa,14,2:1,700
2011,2,28/08/2011 ,Bnei Yehuda Tel Aviv,11,Hapoel Tel Aviv,11,1:1,5500
2011,2,29/08/2011 ,Maccabi Tel Aviv,3,FC Ashdod,3,4:0,9000
2011,1,30/08/2011 ,Hapoel Beer Sheva,13,Beitar Jerusalem,13,0:1,5000
2011,3,10/09/2011 ,Hapoel Rishon leZion,2,Maccabi Tel Aviv,2,0:2,6000
